FoldPair,File,recall_only_fold1,recall_only_fold2,cluster_num
4o01D_4o0pA,msa_t__ShallowMsa_044.npy,0.21,0.03,044
4o01D_4o0pA,msa_t__ShallowMsa_045.npy,0.18,0.03,045
4o01D_4o0pA,msa_t__ShallowMsa_051.npy,0.18,0.03,051
4o01D_4o0pA,msa_t__ShallowMsa_079.npy,0.12,0.01,079
4o01D_4o0pA,msa_t__ShallowMsa_047.npy,0.2,0.02,047
4o01D_4o0pA,msa_t__ShallowMsa_053.npy,0.2,0.03,053
4o01D_4o0pA,msa_t__ShallowMsa_052.npy,0.17,0.02,052
4o01D_4o0pA,msa_t__ShallowMsa_046.npy,0.19,0.02,046
4o01D_4o0pA,msa_t__ShallowMsa_021.npy,0.19,0.02,021
4o01D_4o0pA,msa_t__ShallowMsa_035.npy,0.25,0.06,035
4o01D_4o0pA,msa_t__ShallowMsa_009.npy,0.26,0.03,009
4o01D_4o0pA,msa_t__ShallowMsa_008.npy,0.19,0.03,008
4o01D_4o0pA,msa_t__ShallowMsa_034.npy,0.16,0.02,034
4o01D_4o0pA,msa_t__ShallowMsa_020.npy,0.21,0.03,020
4o01D_4o0pA,msa_t__ShallowMsa_036.npy,0.2,0.03,036
4o01D_4o0pA,msa_t__ShallowMsa_022.npy,0.16,0.02,022
4o01D_4o0pA,msa_t__ShallowMsa_023.npy,0.29,0.05,023
4o01D_4o0pA,msa_t__ShallowMsa_037.npy,0.25,0.02,037
4o01D_4o0pA,msa_t__ShallowMsa_033.npy,0.17,0.02,033
4o01D_4o0pA,msa_t__ShallowMsa_027.npy,0.2,0.04,027
4o01D_4o0pA,msa_t__ShallowMsa_026.npy,0.17,0.03,026
4o01D_4o0pA,msa_t__ShallowMsa_032.npy,0.12,0.03,032
4o01D_4o0pA,msa_t__ShallowMsa_018.npy,0.13,0.01,018
4o01D_4o0pA,msa_t__ShallowMsa_024.npy,0.18,0.02,024
4o01D_4o0pA,msa_t__ShallowMsa_030.npy,0.21,0.04,030
4o01D_4o0pA,msa_t__ShallowMsa_031.npy,0.11,0.01,031
4o01D_4o0pA,msa_t__ShallowMsa_025.npy,0.21,0.05,025
4o01D_4o0pA,msa_t__ShallowMsa_019.npy,0.2,0.02,019
2namA_1uxmK,msa_t__ShallowMsa_000.npy,0.01,0.44,000
2namA_1uxmK,msa_t__ShallowMsa_001.npy,0.01,0.17,001
1qb3A_3qy2A,msa_t__ShallowMsa_000.npy,0.12,0.07,000
1qb3A_3qy2A,msa_t__ShallowMsa_014.npy,0.04,0.01,014
1qb3A_3qy2A,msa_t__ShallowMsa_015.npy,0.08,0.02,015
1qb3A_3qy2A,msa_t__ShallowMsa_001.npy,0.06,0.02,001
1qb3A_3qy2A,msa_t__ShallowMsa_017.npy,0.09,0.02,017
1qb3A_3qy2A,msa_t__ShallowMsa_003.npy,0.2,0.04,003
1qb3A_3qy2A,msa_t__ShallowMsa_002.npy,0.13,0.03,002
1qb3A_3qy2A,msa_t__ShallowMsa_016.npy,0.04,0.02,016
1qb3A_3qy2A,msa_t__ShallowMsa_012.npy,0.05,0.01,012
1qb3A_3qy2A,msa_t__ShallowMsa_006.npy,0.1,0.02,006
1qb3A_3qy2A,msa_t__ShallowMsa_007.npy,0.06,0.02,007
1qb3A_3qy2A,msa_t__ShallowMsa_013.npy,0.05,0.02,013
1qb3A_3qy2A,msa_t__ShallowMsa_005.npy,0.07,0.02,005
1qb3A_3qy2A,msa_t__ShallowMsa_011.npy,0.05,0.02,011
1qb3A_3qy2A,msa_t__ShallowMsa_010.npy,0.06,0.03,010
1qb3A_3qy2A,msa_t__ShallowMsa_004.npy,0.09,0.02,004
1qb3A_3qy2A,msa_t__ShallowMsa_021.npy,0.1,0.03,021
1qb3A_3qy2A,msa_t__ShallowMsa_009.npy,0.06,0.02,009
1qb3A_3qy2A,msa_t__ShallowMsa_008.npy,0.04,0.03,008
1qb3A_3qy2A,msa_t__ShallowMsa_020.npy,0.07,0.02,020
1qb3A_3qy2A,msa_t__ShallowMsa_022.npy,0.05,0.01,022
1qb3A_3qy2A,msa_t__ShallowMsa_023.npy,0.07,0.02,023
1qb3A_3qy2A,msa_t__ShallowMsa_018.npy,0.1,0.04,018
1qb3A_3qy2A,msa_t__ShallowMsa_024.npy,0.1,0.02,024
1qb3A_3qy2A,msa_t__ShallowMsa_019.npy,0.15,0.02,019
4xwsD_4y0mJ,msa_t__ShallowMsa_000.npy,0.18,0.02,000
4xwsD_4y0mJ,msa_t__ShallowMsa_014.npy,0.19,0.02,014
4xwsD_4y0mJ,msa_t__ShallowMsa_028.npy,0.12,0.03,028
4xwsD_4y0mJ,msa_t__ShallowMsa_029.npy,0.2,0,029
4xwsD_4y0mJ,msa_t__ShallowMsa_015.npy,0.22,0.03,015
4xwsD_4y0mJ,msa_t__ShallowMsa_001.npy,0.21,0.02,001
4xwsD_4y0mJ,msa_t__ShallowMsa_017.npy,0.19,0.02,017
4xwsD_4y0mJ,msa_t__ShallowMsa_003.npy,0.09,0.03,003
4xwsD_4y0mJ,msa_t__ShallowMsa_002.npy,0.19,0.02,002
4xwsD_4y0mJ,msa_t__ShallowMsa_016.npy,0.16,0.02,016
4xwsD_4y0mJ,msa_t__ShallowMsa_012.npy,0.11,0.02,012
4xwsD_4y0mJ,msa_t__ShallowMsa_006.npy,0.07,0.02,006
4xwsD_4y0mJ,msa_t__ShallowMsa_007.npy,0.23,0.01,007
4xwsD_4y0mJ,msa_t__ShallowMsa_013.npy,0.23,0.02,013
4xwsD_4y0mJ,msa_t__ShallowMsa_039.npy,0.07,0.01,039
4xwsD_4y0mJ,msa_t__ShallowMsa_005.npy,0.29,0.01,005
4xwsD_4y0mJ,msa_t__ShallowMsa_011.npy,0.19,0.03,011
4xwsD_4y0mJ,msa_t__ShallowMsa_010.npy,0.02,0,010
4xwsD_4y0mJ,msa_t__ShallowMsa_004.npy,0.05,0.01,004
4xwsD_4y0mJ,msa_t__ShallowMsa_038.npy,0.22,0.03,038
4xwsD_4y0mJ,msa_t__ShallowMsa_063.npy,0.23,0.02,063
4xwsD_4y0mJ,msa_t__ShallowMsa_077.npy,0.02,0.01,077
4xwsD_4y0mJ,msa_t__ShallowMsa_088.npy,0.02,0.01,088
4xwsD_4y0mJ,msa_t__ShallowMsa_089.npy,0.04,0.01,089
4xwsD_4y0mJ,msa_t__ShallowMsa_076.npy,0.03,0.01,076
4xwsD_4y0mJ,msa_t__ShallowMsa_062.npy,0.08,0.01,062
4xwsD_4y0mJ,msa_t__ShallowMsa_074.npy,0.01,0.01,074
4xwsD_4y0mJ,msa_t__ShallowMsa_060.npy,0.15,0.03,060
4xwsD_4y0mJ,msa_t__ShallowMsa_048.npy,0.18,0.02,048
4xwsD_4y0mJ,msa_t__ShallowMsa_049.npy,0.05,0.01,049
4xwsD_4y0mJ,msa_t__ShallowMsa_061.npy,0.18,0.02,061
4xwsD_4y0mJ,msa_t__ShallowMsa_075.npy,0.04,0.01,075
4xwsD_4y0mJ,msa_t__ShallowMsa_059.npy,0.08,0.01,059
4xwsD_4y0mJ,msa_t__ShallowMsa_071.npy,0.1,0.01,071
4xwsD_4y0mJ,msa_t__ShallowMsa_065.npy,0.14,0.02,065
4xwsD_4y0mJ,msa_t__ShallowMsa_064.npy,0.1,0.01,064
4xwsD_4y0mJ,msa_t__ShallowMsa_070.npy,0.03,0,070
4xwsD_4y0mJ,msa_t__ShallowMsa_058.npy,0.18,0.02,058
4xwsD_4y0mJ,msa_t__ShallowMsa_066.npy,0.13,0.02,066
4xwsD_4y0mJ,msa_t__ShallowMsa_072.npy,0.04,0.02,072
4xwsD_4y0mJ,msa_t__ShallowMsa_073.npy,0.04,0.01,073
4xwsD_4y0mJ,msa_t__ShallowMsa_067.npy,0.08,0.02,067
4xwsD_4y0mJ,msa_t__ShallowMsa_042.npy,0.18,0.02,042
4xwsD_4y0mJ,msa_t__ShallowMsa_056.npy,0.14,0.01,056
4xwsD_4y0mJ,msa_t__ShallowMsa_081.npy,0.07,0.01,081
4xwsD_4y0mJ,msa_t__ShallowMsa_080.npy,0.01,0.01,080
4xwsD_4y0mJ,msa_t__ShallowMsa_057.npy,0.16,0.01,057
4xwsD_4y0mJ,msa_t__ShallowMsa_043.npy,0.15,0.01,043
4xwsD_4y0mJ,msa_t__ShallowMsa_055.npy,0.1,0.01,055
4xwsD_4y0mJ,msa_t__ShallowMsa_041.npy,0.15,0.03,041
4xwsD_4y0mJ,msa_t__ShallowMsa_069.npy,0.03,0.01,069
4xwsD_4y0mJ,msa_t__ShallowMsa_082.npy,0.04,0.02,082
4xwsD_4y0mJ,msa_t__ShallowMsa_083.npy,0.02,0.01,083
4xwsD_4y0mJ,msa_t__ShallowMsa_068.npy,0.09,0.01,068
4xwsD_4y0mJ,msa_t__ShallowMsa_040.npy,0.09,0.02,040
4xwsD_4y0mJ,msa_t__ShallowMsa_054.npy,0.15,0.02,054
4xwsD_4y0mJ,msa_t__ShallowMsa_078.npy,0.05,0.02,078
4xwsD_4y0mJ,msa_t__ShallowMsa_050.npy,0.04,0.01,050
4xwsD_4y0mJ,msa_t__ShallowMsa_044.npy,0.02,0,044
4xwsD_4y0mJ,msa_t__ShallowMsa_093.npy,0.01,0.01,093
4xwsD_4y0mJ,msa_t__ShallowMsa_087.npy,0.07,0.01,087
4xwsD_4y0mJ,msa_t__ShallowMsa_086.npy,0.03,0.01,086
4xwsD_4y0mJ,msa_t__ShallowMsa_092.npy,0.01,0,092
4xwsD_4y0mJ,msa_t__ShallowMsa_045.npy,0.1,0.02,045
4xwsD_4y0mJ,msa_t__ShallowMsa_051.npy,0.05,0.01,051
4xwsD_4y0mJ,msa_t__ShallowMsa_079.npy,0.04,0.02,079
4xwsD_4y0mJ,msa_t__ShallowMsa_047.npy,0.22,0.02,047
4xwsD_4y0mJ,msa_t__ShallowMsa_053.npy,0.21,0.03,053
4xwsD_4y0mJ,msa_t__ShallowMsa_084.npy,0.08,0.01,084
4xwsD_4y0mJ,msa_t__ShallowMsa_090.npy,0.05,0.01,090
4xwsD_4y0mJ,msa_t__ShallowMsa_091.npy,0.01,0.01,091
4xwsD_4y0mJ,msa_t__ShallowMsa_085.npy,0.09,0.01,085
4xwsD_4y0mJ,msa_t__ShallowMsa_052.npy,0.07,0.02,052
4xwsD_4y0mJ,msa_t__ShallowMsa_046.npy,0.1,0.02,046
4xwsD_4y0mJ,msa_t__ShallowMsa_021.npy,0.08,0.02,021
4xwsD_4y0mJ,msa_t__ShallowMsa_035.npy,0.13,0.01,035
4xwsD_4y0mJ,msa_t__ShallowMsa_009.npy,0.11,0.01,009
4xwsD_4y0mJ,msa_t__ShallowMsa_008.npy,0.15,0.01,008
4xwsD_4y0mJ,msa_t__ShallowMsa_034.npy,0.08,0.01,034
4xwsD_4y0mJ,msa_t__ShallowMsa_020.npy,0.12,0.02,020
4xwsD_4y0mJ,msa_t__ShallowMsa_036.npy,0.22,0.04,036
4xwsD_4y0mJ,msa_t__ShallowMsa_022.npy,0.13,0.02,022
4xwsD_4y0mJ,msa_t__ShallowMsa_023.npy,0.19,0.01,023
4xwsD_4y0mJ,msa_t__ShallowMsa_037.npy,0.21,0.02,037
4xwsD_4y0mJ,msa_t__ShallowMsa_033.npy,0.22,0.01,033
4xwsD_4y0mJ,msa_t__ShallowMsa_027.npy,0.15,0.04,027
4xwsD_4y0mJ,msa_t__ShallowMsa_026.npy,0.09,0.02,026
4xwsD_4y0mJ,msa_t__ShallowMsa_032.npy,0.2,0.02,032
4xwsD_4y0mJ,msa_t__ShallowMsa_018.npy,0.24,0.02,018
4xwsD_4y0mJ,msa_t__ShallowMsa_024.npy,0.26,0.03,024
4xwsD_4y0mJ,msa_t__ShallowMsa_030.npy,0.13,0.03,030
4xwsD_4y0mJ,msa_t__ShallowMsa_031.npy,0.27,0.02,031
4xwsD_4y0mJ,msa_t__ShallowMsa_025.npy,0.12,0.03,025
4xwsD_4y0mJ,msa_t__ShallowMsa_019.npy,0.15,0.02,019
2jmrA_4j3oF,msa_t__ShallowMsa_000.npy,0.22,0.14,000
2jmrA_4j3oF,msa_t__ShallowMsa_014.npy,0.19,0.18,014
2jmrA_4j3oF,msa_t__ShallowMsa_028.npy,0.11,0.12,028
2jmrA_4j3oF,msa_t__ShallowMsa_029.npy,0.09,0.12,029
2jmrA_4j3oF,msa_t__ShallowMsa_015.npy,0.21,0.18,015
2jmrA_4j3oF,msa_t__ShallowMsa_001.npy,0.05,0.08,001
2jmrA_4j3oF,msa_t__ShallowMsa_017.npy,0.24,0.14,017
2jmrA_4j3oF,msa_t__ShallowMsa_003.npy,0.04,0.05,003
2jmrA_4j3oF,msa_t__ShallowMsa_002.npy,0.11,0.12,002
2jmrA_4j3oF,msa_t__ShallowMsa_016.npy,0.08,0.16,016
2jmrA_4j3oF,msa_t__ShallowMsa_012.npy,0.11,0.13,012
2jmrA_4j3oF,msa_t__ShallowMsa_006.npy,0.11,0.12,006
2jmrA_4j3oF,msa_t__ShallowMsa_007.npy,0.13,0.18,007
2jmrA_4j3oF,msa_t__ShallowMsa_013.npy,0.17,0.16,013
2jmrA_4j3oF,msa_t__ShallowMsa_039.npy,0.01,0.02,039
2jmrA_4j3oF,msa_t__ShallowMsa_005.npy,0.21,0.18,005
2jmrA_4j3oF,msa_t__ShallowMsa_011.npy,0.12,0.12,011
2jmrA_4j3oF,msa_t__ShallowMsa_010.npy,0.21,0.18,010
2jmrA_4j3oF,msa_t__ShallowMsa_004.npy,0.12,0.14,004
2jmrA_4j3oF,msa_t__ShallowMsa_038.npy,0.04,0.07,038
2jmrA_4j3oF,msa_t__ShallowMsa_063.npy,0.18,0.16,063
2jmrA_4j3oF,msa_t__ShallowMsa_062.npy,0.11,0.15,062
2jmrA_4j3oF,msa_t__ShallowMsa_060.npy,0.05,0.06,060
2jmrA_4j3oF,msa_t__ShallowMsa_048.npy,0.06,0.12,048
2jmrA_4j3oF,msa_t__ShallowMsa_049.npy,0.08,0.1,049
2jmrA_4j3oF,msa_t__ShallowMsa_061.npy,0.07,0.16,061
2jmrA_4j3oF,msa_t__ShallowMsa_059.npy,0.11,0.13,059
2jmrA_4j3oF,msa_t__ShallowMsa_065.npy,0.12,0.16,065
2jmrA_4j3oF,msa_t__ShallowMsa_064.npy,0.04,0.04,064
2jmrA_4j3oF,msa_t__ShallowMsa_058.npy,0.1,0.14,058
2jmrA_4j3oF,msa_t__ShallowMsa_066.npy,0.05,0.08,066
2jmrA_4j3oF,msa_t__ShallowMsa_042.npy,0.05,0.06,042
2jmrA_4j3oF,msa_t__ShallowMsa_056.npy,0.08,0.12,056
2jmrA_4j3oF,msa_t__ShallowMsa_057.npy,0.1,0.12,057
2jmrA_4j3oF,msa_t__ShallowMsa_043.npy,0.12,0.14,043
2jmrA_4j3oF,msa_t__ShallowMsa_055.npy,0.11,0.15,055
2jmrA_4j3oF,msa_t__ShallowMsa_041.npy,0.09,0.09,041
2jmrA_4j3oF,msa_t__ShallowMsa_040.npy,0.03,0.05,040
2jmrA_4j3oF,msa_t__ShallowMsa_054.npy,0.23,0.25,054
2jmrA_4j3oF,msa_t__ShallowMsa_050.npy,0.11,0.09,050
2jmrA_4j3oF,msa_t__ShallowMsa_044.npy,0.08,0.07,044
2jmrA_4j3oF,msa_t__ShallowMsa_045.npy,0.05,0.1,045
2jmrA_4j3oF,msa_t__ShallowMsa_051.npy,0.12,0.1,051
2jmrA_4j3oF,msa_t__ShallowMsa_047.npy,0.14,0.14,047
2jmrA_4j3oF,msa_t__ShallowMsa_053.npy,0.09,0.13,053
2jmrA_4j3oF,msa_t__ShallowMsa_052.npy,0.08,0.07,052
2jmrA_4j3oF,msa_t__ShallowMsa_046.npy,0.03,0.07,046
2jmrA_4j3oF,msa_t__ShallowMsa_021.npy,0.14,0.11,021
2jmrA_4j3oF,msa_t__ShallowMsa_035.npy,0.06,0.12,035
2jmrA_4j3oF,msa_t__ShallowMsa_009.npy,0.08,0.08,009
2jmrA_4j3oF,msa_t__ShallowMsa_008.npy,0.09,0.11,008
2jmrA_4j3oF,msa_t__ShallowMsa_034.npy,0.09,0.07,034
2jmrA_4j3oF,msa_t__ShallowMsa_020.npy,0.11,0.11,020
2jmrA_4j3oF,msa_t__ShallowMsa_036.npy,0.02,0.04,036
2jmrA_4j3oF,msa_t__ShallowMsa_022.npy,0.14,0.15,022
2jmrA_4j3oF,msa_t__ShallowMsa_023.npy,0.07,0.07,023
2jmrA_4j3oF,msa_t__ShallowMsa_037.npy,0.07,0.08,037
2jmrA_4j3oF,msa_t__ShallowMsa_033.npy,0.1,0.13,033
2jmrA_4j3oF,msa_t__ShallowMsa_027.npy,0.07,0.07,027
2jmrA_4j3oF,msa_t__ShallowMsa_026.npy,0.06,0.06,026
2jmrA_4j3oF,msa_t__ShallowMsa_032.npy,0.12,0.13,032
2jmrA_4j3oF,msa_t__ShallowMsa_018.npy,0.15,0.16,018
2jmrA_4j3oF,msa_t__ShallowMsa_024.npy,0.21,0.19,024
2jmrA_4j3oF,msa_t__ShallowMsa_030.npy,0.09,0.11,030
2jmrA_4j3oF,msa_t__ShallowMsa_031.npy,0.08,0.13,031
2jmrA_4j3oF,msa_t__ShallowMsa_025.npy,0.14,0.13,025
2jmrA_4j3oF,msa_t__ShallowMsa_019.npy,0.12,0.1,019
4qhhA_4qhfA,msa_t__ShallowMsa_000.npy,0.04,0.1,000
4qhhA_4qhfA,msa_t__ShallowMsa_001.npy,0.04,0.19,001
4qhhA_4qhfA,msa_t__ShallowMsa_003.npy,0.02,0.12,003
4qhhA_4qhfA,msa_t__ShallowMsa_002.npy,0.05,0.2,002
4qhhA_4qhfA,msa_t__ShallowMsa_005.npy,0.05,0.33,005
4qhhA_4qhfA,msa_t__ShallowMsa_004.npy,0.05,0.28,004
2lelA_2k0qA,msa_t__ShallowMsa_000.npy,0.1,0.29,000
2lelA_2k0qA,msa_t__ShallowMsa_001.npy,0.04,0.15,001
2lelA_2k0qA,msa_t__ShallowMsa_003.npy,0.04,0.1,003
2lelA_2k0qA,msa_t__ShallowMsa_002.npy,0.04,0.05,002
2lelA_2k0qA,msa_t__ShallowMsa_006.npy,0.04,0.11,006
2lelA_2k0qA,msa_t__ShallowMsa_007.npy,0.06,0.15,007
2lelA_2k0qA,msa_t__ShallowMsa_005.npy,0.08,0.14,005
2lelA_2k0qA,msa_t__ShallowMsa_004.npy,0.06,0.14,004
5ly6B_5aoeB,msa_t__ShallowMsa_000.npy,0.09,0.12,000
5ly6B_5aoeB,msa_t__ShallowMsa_001.npy,0.03,0.03,001
5ly6B_5aoeB,msa_t__ShallowMsa_003.npy,0.04,0.05,003
5ly6B_5aoeB,msa_t__ShallowMsa_002.npy,0.03,0.06,002
5ly6B_5aoeB,msa_t__ShallowMsa_006.npy,0.03,0.07,006
5ly6B_5aoeB,msa_t__ShallowMsa_007.npy,0.02,0.02,007
5ly6B_5aoeB,msa_t__ShallowMsa_005.npy,0.03,0.1,005
5ly6B_5aoeB,msa_t__ShallowMsa_004.npy,0.02,0.03,004
5ly6B_5aoeB,msa_t__ShallowMsa_008.npy,0.01,0.05,008
5f5rB_5f3kA,msa_t__ShallowMsa_000.npy,0.15,0.11,000
5f5rB_5f3kA,msa_t__ShallowMsa_014.npy,0.08,0.07,014
5f5rB_5f3kA,msa_t__ShallowMsa_028.npy,0.12,0.08,028
5f5rB_5f3kA,msa_t__ShallowMsa_029.npy,0.09,0.1,029
5f5rB_5f3kA,msa_t__ShallowMsa_015.npy,0.07,0.07,015
5f5rB_5f3kA,msa_t__ShallowMsa_001.npy,0.15,0.12,001
5f5rB_5f3kA,msa_t__ShallowMsa_017.npy,0.09,0.1,017
5f5rB_5f3kA,msa_t__ShallowMsa_003.npy,0.07,0.05,003
5f5rB_5f3kA,msa_t__ShallowMsa_002.npy,0.12,0.11,002
5f5rB_5f3kA,msa_t__ShallowMsa_016.npy,0.14,0.1,016
5f5rB_5f3kA,msa_t__ShallowMsa_012.npy,0.13,0.11,012
5f5rB_5f3kA,msa_t__ShallowMsa_006.npy,0.09,0.06,006
5f5rB_5f3kA,msa_t__ShallowMsa_007.npy,0.08,0.08,007
5f5rB_5f3kA,msa_t__ShallowMsa_013.npy,0.05,0.06,013
5f5rB_5f3kA,msa_t__ShallowMsa_039.npy,0.12,0.09,039
5f5rB_5f3kA,msa_t__ShallowMsa_005.npy,0.11,0.08,005
5f5rB_5f3kA,msa_t__ShallowMsa_011.npy,0.14,0.08,011
5f5rB_5f3kA,msa_t__ShallowMsa_010.npy,0.11,0.11,010
5f5rB_5f3kA,msa_t__ShallowMsa_004.npy,0.11,0.09,004
5f5rB_5f3kA,msa_t__ShallowMsa_038.npy,0.1,0.09,038
5f5rB_5f3kA,msa_t__ShallowMsa_063.npy,0.14,0.1,063
5f5rB_5f3kA,msa_t__ShallowMsa_077.npy,0.12,0.1,077
5f5rB_5f3kA,msa_t__ShallowMsa_088.npy,0.1,0.07,088
5f5rB_5f3kA,msa_t__ShallowMsa_089.npy,0.16,0.09,089
5f5rB_5f3kA,msa_t__ShallowMsa_076.npy,0.11,0.08,076
5f5rB_5f3kA,msa_t__ShallowMsa_062.npy,0.15,0.09,062
5f5rB_5f3kA,msa_t__ShallowMsa_074.npy,0.11,0.06,074
5f5rB_5f3kA,msa_t__ShallowMsa_060.npy,0.13,0.09,060
5f5rB_5f3kA,msa_t__ShallowMsa_048.npy,0.07,0.08,048
5f5rB_5f3kA,msa_t__ShallowMsa_100.npy,0.12,0.12,100
5f5rB_5f3kA,msa_t__ShallowMsa_049.npy,0.03,0.05,049
5f5rB_5f3kA,msa_t__ShallowMsa_061.npy,0.12,0.1,061
5f5rB_5f3kA,msa_t__ShallowMsa_075.npy,0.13,0.06,075
5f5rB_5f3kA,msa_t__ShallowMsa_059.npy,0.11,0.12,059
5f5rB_5f3kA,msa_t__ShallowMsa_071.npy,0.09,0.08,071
5f5rB_5f3kA,msa_t__ShallowMsa_065.npy,0.09,0.09,065
5f5rB_5f3kA,msa_t__ShallowMsa_064.npy,0.09,0.09,064
5f5rB_5f3kA,msa_t__ShallowMsa_070.npy,0.1,0.12,070
5f5rB_5f3kA,msa_t__ShallowMsa_058.npy,0.07,0.08,058
5f5rB_5f3kA,msa_t__ShallowMsa_066.npy,0.14,0.08,066
5f5rB_5f3kA,msa_t__ShallowMsa_072.npy,0.1,0.1,072
5f5rB_5f3kA,msa_t__ShallowMsa_099.npy,0.09,0.07,099
5f5rB_5f3kA,msa_t__ShallowMsa_098.npy,0.1,0.09,098
5f5rB_5f3kA,msa_t__ShallowMsa_073.npy,0.1,0.08,073
5f5rB_5f3kA,msa_t__ShallowMsa_067.npy,0.15,0.13,067
5f5rB_5f3kA,msa_t__ShallowMsa_042.npy,0.11,0.08,042
5f5rB_5f3kA,msa_t__ShallowMsa_056.npy,0.13,0.09,056
5f5rB_5f3kA,msa_t__ShallowMsa_081.npy,0.13,0.07,081
5f5rB_5f3kA,msa_t__ShallowMsa_095.npy,0.1,0.11,095
5f5rB_5f3kA,msa_t__ShallowMsa_094.npy,0.06,0.08,094
5f5rB_5f3kA,msa_t__ShallowMsa_080.npy,0.13,0.07,080
5f5rB_5f3kA,msa_t__ShallowMsa_057.npy,0.13,0.11,057
5f5rB_5f3kA,msa_t__ShallowMsa_043.npy,0.14,0.08,043
5f5rB_5f3kA,msa_t__ShallowMsa_055.npy,0.05,0.05,055
5f5rB_5f3kA,msa_t__ShallowMsa_041.npy,0.08,0.07,041
5f5rB_5f3kA,msa_t__ShallowMsa_069.npy,0.08,0.07,069
5f5rB_5f3kA,msa_t__ShallowMsa_096.npy,0.08,0.09,096
5f5rB_5f3kA,msa_t__ShallowMsa_082.npy,0.12,0.12,082
5f5rB_5f3kA,msa_t__ShallowMsa_083.npy,0.11,0.09,083
5f5rB_5f3kA,msa_t__ShallowMsa_097.npy,0.08,0.07,097
5f5rB_5f3kA,msa_t__ShallowMsa_068.npy,0.11,0.1,068
5f5rB_5f3kA,msa_t__ShallowMsa_040.npy,0.13,0.09,040
5f5rB_5f3kA,msa_t__ShallowMsa_054.npy,0.04,0.05,054
5f5rB_5f3kA,msa_t__ShallowMsa_078.npy,0.14,0.08,078
5f5rB_5f3kA,msa_t__ShallowMsa_050.npy,0.14,0.11,050
5f5rB_5f3kA,msa_t__ShallowMsa_044.npy,0.12,0.09,044
5f5rB_5f3kA,msa_t__ShallowMsa_093.npy,0.13,0.08,093
5f5rB_5f3kA,msa_t__ShallowMsa_087.npy,0.1,0.08,087
5f5rB_5f3kA,msa_t__ShallowMsa_086.npy,0.09,0.08,086
5f5rB_5f3kA,msa_t__ShallowMsa_092.npy,0.12,0.08,092
5f5rB_5f3kA,msa_t__ShallowMsa_045.npy,0.09,0.07,045
5f5rB_5f3kA,msa_t__ShallowMsa_051.npy,0.15,0.11,051
5f5rB_5f3kA,msa_t__ShallowMsa_079.npy,0.1,0.08,079
5f5rB_5f3kA,msa_t__ShallowMsa_047.npy,0.05,0.06,047
5f5rB_5f3kA,msa_t__ShallowMsa_053.npy,0.05,0.07,053
5f5rB_5f3kA,msa_t__ShallowMsa_084.npy,0.08,0.07,084
5f5rB_5f3kA,msa_t__ShallowMsa_090.npy,0.15,0.08,090
5f5rB_5f3kA,msa_t__ShallowMsa_091.npy,0.13,0.09,091
5f5rB_5f3kA,msa_t__ShallowMsa_085.npy,0.11,0.08,085
5f5rB_5f3kA,msa_t__ShallowMsa_052.npy,0.06,0.06,052
5f5rB_5f3kA,msa_t__ShallowMsa_046.npy,0.01,0.01,046
5f5rB_5f3kA,msa_t__ShallowMsa_021.npy,0.09,0.09,021
5f5rB_5f3kA,msa_t__ShallowMsa_035.npy,0.11,0.08,035
5f5rB_5f3kA,msa_t__ShallowMsa_009.npy,0.14,0.1,009
5f5rB_5f3kA,msa_t__ShallowMsa_008.npy,0.07,0.09,008
5f5rB_5f3kA,msa_t__ShallowMsa_034.npy,0.07,0.06,034
5f5rB_5f3kA,msa_t__ShallowMsa_020.npy,0.09,0.09,020
5f5rB_5f3kA,msa_t__ShallowMsa_036.npy,0.13,0.09,036
5f5rB_5f3kA,msa_t__ShallowMsa_022.npy,0.1,0.14,022
5f5rB_5f3kA,msa_t__ShallowMsa_023.npy,0.09,0.1,023
5f5rB_5f3kA,msa_t__ShallowMsa_037.npy,0.12,0.12,037
5f5rB_5f3kA,msa_t__ShallowMsa_033.npy,0.14,0.08,033
5f5rB_5f3kA,msa_t__ShallowMsa_027.npy,0.1,0.1,027
5f5rB_5f3kA,msa_t__ShallowMsa_026.npy,0.19,0.1,026
5f5rB_5f3kA,msa_t__ShallowMsa_032.npy,0.1,0.1,032
5f5rB_5f3kA,msa_t__ShallowMsa_018.npy,0.12,0.06,018
5f5rB_5f3kA,msa_t__ShallowMsa_024.npy,0.06,0.07,024
5f5rB_5f3kA,msa_t__ShallowMsa_030.npy,0.12,0.08,030
5f5rB_5f3kA,msa_t__ShallowMsa_031.npy,0.17,0.12,031
5f5rB_5f3kA,msa_t__ShallowMsa_025.npy,0.08,0.08,025
5f5rB_5f3kA,msa_t__ShallowMsa_019.npy,0.1,0.07,019
1nqjB_1nqdA,msa_t__ShallowMsa_000.npy,0.26,0.11,000
1nqjB_1nqdA,msa_t__ShallowMsa_014.npy,0.17,0.05,014
1nqjB_1nqdA,msa_t__ShallowMsa_015.npy,0.14,0.07,015
1nqjB_1nqdA,msa_t__ShallowMsa_001.npy,0.28,0.1,001
1nqjB_1nqdA,msa_t__ShallowMsa_017.npy,0.15,0.04,017
1nqjB_1nqdA,msa_t__ShallowMsa_003.npy,0.36,0.12,003
1nqjB_1nqdA,msa_t__ShallowMsa_002.npy,0.27,0.08,002
1nqjB_1nqdA,msa_t__ShallowMsa_016.npy,0.22,0.06,016
